doc_section;SKU
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_PBK-871_LED_.pdf"" target=""_blank"">
  Fisa tehnica PBK-871(LED)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_PBK-871_LED_.pdf"" target=""_blank"">
  Certificat de conformitate PBK-871(LED)
</a></div></div></div>";PBK-871(LED)
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_YE-305NC.pdf"" target=""_blank"">
  Fisa tehnica YE-305NC
</a></div></div></div>";YE-305NC
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa%20tehnica%20116.13.1.212.pdf"" target=""_blank"">
  Fisa tehnica si manual VIRO-ZIP 
</a></div></div></div>";116.13.2.212
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DS-K1802.pdf"" target=""_blank"">
  Fisa tehnica DS-K1802
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_DS-K1802E.pdf"" target=""_blank"">
  Certificat de conformitate DS-K1802E
</a></div></div></div>";DS-K1802EK
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Specificatii_tehnice_DS-K1802MK.pdf"" target=""_blank"">
  Fisa Tehnica EN
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/UD05260B_Baseline_User-Manual-of-DS-K1802-Series_Card-Reader_V2.0_20170323.pdf"" target=""_blank"">
  Manual DS-K1802
</a></div></div></div>";DS-K1802MK
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/yd-604-_fisa_tehnica.pdf"" target=""_blank"">
  Fisa Tehnica YD-604 (RO)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_YD-604.pdf"" target=""_blank"">
  Certificat de conformitate YD-604
</a></div></div></div>";YD-604
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_1EH-reader.pdf"" target=""_blank"">
  Fisa tehnica 1EH-reader
</a></div></div></div>";1EH-reader
;Y-SW-G33
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/SEBURY-Q3_Manual_Romana.pdf"" target=""_blank"">
  Manual de utilizare SEBURY Q3 Romana
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_Q3.pdf"" target=""_blank"">
  CE Q3
</a></div></div></div>";Q3
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Suport_pentru_montare_de_tip_ZL_pentru_electromagnetul_Sebury_de_500_KgF_EM-500KG-LZ.pdf"" target=""_blank"">
  Fisa tehnica EM-500KG-LZ
</a></div></div></div>";EM-500KG-LZ
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_C-Strike_3.pdf"" target=""_blank"">
  Fisa tehnica C-Strike 3
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_seria_Strike_si_Lock.pdf"" target=""_blank"">
  Certificat de conformitate seria Strike si Lock
</a></div></div></div>";C-Strike 3
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_sursa_de_alimentare_control_access_YP-904-12-3-B.pdf"" target=""_blank"">
  Fisa tehnica pentru YP-904-12-3-B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_YP-904-12-3-B.pdf"" target=""_blank"">
  Certificat de conformitate YP-904-12-3-B
</a></div></div></div>";YP-904-12-3-B
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_S2-MF.pdf"" target=""_blank"">
  Fisa tehnica S2-MF
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_S2-MF.pdf"" target=""_blank"">
  Manual de utilizare S2-MF
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_S2-MF.pdf"" target=""_blank"">
  Certificat de conformitate S2-MF
</a></div></div></div>";S2-MF
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_tehnica_ACCESELECTRA-S.pdf"" target=""_blank"">
  Fisa tehnica pentru Modul S bord
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_CE_Sboard_CE.pdf"" target=""_blank"">
  Certificat de conformitate S-Board
</a></div></div></div>";S-BOARD
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_seria_Strike_si_Lock.pdf"" target=""_blank"">
  Certificat de conformitate seria Strike si Lock
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_C-Strike_6.pdf"" target=""_blank"">
  Fisa tehnica C-Strike 6
</a></div></div></div>";C-Strike 6
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/NU-03_Seris_UPS_POWER_SUPPLY_INSTRUCTIONS.pdf"" target=""_blank"">
  Manual utilizare NU-03 (EN)
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_ACM-806.pdf"" target=""_blank"">
  Fisa tehnica ACM-806
</a></div></div></div>";ACM-806
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_EM-280KG-A01.pdf"" target=""_blank"">
  Fisa tehnica EM-280KG-A01
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_EM-280KG-A01.pdf"" target=""_blank"">
  Declaratie de conformitate EM-280KG-A01
</a></div></div></div>";EM-280KG-A01
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_Buton_de_iesire_pentru_exterior_cu_infrarosu_fara_atingere_carcasa_din_aluminiu_73x20mm_LED_stare_3-10_cm_Secukey_Sbutton_100-X.pdf"" target=""_blank"">
  Fisa tehnica Sbutton 100-X
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_Buton_de_iesire_pentru_exterior_cu_infrarosu_fara_atingere_carcasa_din_aluminiu_73x20mm_LED_stare_3-10_cm_Secukey_Sbutton_100-X_1.pdf"" target=""_blank"">
  Certificat de conformitate 100-X
</a></div></div></div>";Sbutton 100-X
;D10
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa%20tehnica%20116.13.1.212.pdf"" target=""_blank"">
  Fisa tehnica si manual VIRO-ZIP 
</a></div></div></div>";116.13.1.212
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_KR-102M.pdf"" target=""_blank"">
  Fisa tehnica KR-102M
</a></div></div></div>";KR-102M
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_seria_Strike_si_Lock.pdf"" target=""_blank"">
  Certificat de conformitate seria Strike si Lock
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_C-Strike_4.pdf"" target=""_blank"">
  Fisa tehnica C-Strike 4
</a></div></div></div>";C-Strike 4
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_SEKUKEY-E1.pdf"" target=""_blank"">
  Certificat de conformitate SEKUKEY-E1
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_E1_si_EF1_Secukey.pdf"" target=""_blank"">
  Manual de utilizare E1 si EF1 Secukey
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SEKUKEY-E1.pdf"" target=""_blank"">
  Fisa tehnica SEKUKEY-E1
</a></div></div></div>";SECUKEY-E1
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_SEKUKEY-E1.pdf"" target=""_blank"">
  Certificat de conformitate SEKUKEY-E1
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_E1_si_EF1_Secukey.pdf"" target=""_blank"">
  Manual de utilizare E1 si EF1 Secukey
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SEKUKEY-E1.pdf"" target=""_blank"">
  Fisa tehnica SEKUKEY-E1
</a></div></div></div>";SEKUKEY-E1
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/dr24060-02b_-_fisa_tehnica_1.pdf"" target=""_blank"">
  Fisa Tehnica DR24060-02B RO
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_DR24060-02B.pdf"" target=""_blank"">
  Certificat de conformitate DR24060-02B
</a></div></div></div>";DR24060-02B
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_KR-611E.pdf"" target=""_blank"">
  Fisa tehnica KR-611E
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_seria_KR600.pdf"" target=""_blank"">
  Certificat de conformitate seria KR600
</a></div></div></div>";KR-611E
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/58030121104015.pdf"" target=""_blank"">
  Fisa Tehnica
</a></div></div></div>";7755L
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/DOCSX.pdf"" target=""_blank"">
  Certificat de conformitate SX-09
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/sx-11_-_fisa_tehnica_2.pdf"" target=""_blank"">
  Fisa Tehnica SX-11L
</a></div></div></div>";SX-11L
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/DOCSX.pdf"" target=""_blank"">
  Certificat de conformitate SX-09
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/sx-11_-_fisa_tehnica_3.pdf"" target=""_blank"">
  Fisa Tehnica SX-11R
</a></div></div></div>";SX-11R
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_seria_Strike_si_Lock.pdf"" target=""_blank"">
  Certificat de conformitate seria Strike si Lock
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_C-Strike_5.pdf"" target=""_blank"">
  Fisa tehnica C-Strike 5
</a></div></div></div>";C-Strike 5
;KR-612M
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_Sbutton_100.pdf"" target=""_blank"">
  Certificat de conformitate Sbutton 100
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_Sbutton_100_2.pdf"" target=""_blank"">
  Fisa tehnica Sbutton 100
</a></div></div></div>";Sbutton 100
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><!--  --></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_1.7833.0714.pdf"" target=""_blank"">
  Fisa tehnica 1.7833.0714
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_1.7833.0714.pdf"" target=""_blank"">
  Certificat de conformitate 1.7833.0714
</a></div></div></div>";178.330.714
;7755S
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_IDR-C2MF-SA.pdf"" target=""_blank"">
  Fisa tehnica IDR-C2MF-SA
</a></div><div><a class=""no-underline"" href=""https://drive.google.com/file/d/1pehnKjgAqenTYw16zhNCqrRaU8vbE8Ne/view?usp=sharing"" target=""_blank"">
  Soft ID Card Re-Writer
</a></div></div></div>";IDR-C2MF-SA
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_S2-EM.pdf"" target=""_blank"">
  Fisa tehnica S2-EM
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_S2-EM.pdf"" target=""_blank"">
  Certificat de conformitate S2-EM
</a></div></div></div>";S2-EM
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_ABK-901-12-3.pdf"" target=""_blank"">
  Fisa tehnica ABK-901-12-3
</a></div></div></div>";ABK-901-12-3
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_seria_Strike_si_Lock.pdf"" target=""_blank"">
  Certificat de conformitate seria Strike si Lock
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_cLock4.pdf"" target=""_blank"">
  Fisa tehnica cLock4
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_cLock4_1.pdf"" target=""_blank"">
  Fisa tehnica cLock4
</a></div></div></div>";cLock4
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_ACM-208-MIFARE.pdf"" target=""_blank"">
  Certificat de conformitate ACM-208-MIFARE
</a></div></div></div>";ACM-208-MIFARE
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_DS-K1801MK_en.pdf"" target=""_blank"">
  Manual de utilizare DS-K1801MK en
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_pentru_DS-K1801EK.pdf"" target=""_blank"">
  CE DS-K1801E-K-M
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DS-K1801MK.pdf"" target=""_blank"">
  Fisa tehnica DS-K1801MK-EK
</a></div></div></div>";DS-K1801MK
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><!--  --></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_si_specificatii_tehnice_control_acces_ACM-208C_2.pdf"" target=""_blank"">
  Manual de utilizare si programare in Romana
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_ACM223-226-ID_si_208C.pdf"" target=""_blank"">
  Certificat de conformitate ACM223-226-ID si 208C
</a></div></div></div>";ACM-208C
